# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_sitting_static.bag'
# timestamp tx ty tz qx qy qz qw
1341845689.9749 -0.7359 -2.9837 1.4363 -0.7875 -0.0050 0.0004 0.6164
1341845689.9822 -0.7359 -2.9838 1.4364 -0.7873 -0.0048 0.0003 0.6166
1341845689.9922 -0.7359 -2.9838 1.4364 -0.7876 -0.0050 0.0001 0.6162
1341845690.0022 -0.7359 -2.9839 1.4365 -0.7876 -0.0056 -0.0002 0.6161
1341845690.0122 -0.7359 -2.9840 1.4365 -0.7877 -0.0063 -0.0005 0.6161
1341845690.0222 -0.7360 -2.9840 1.4366 -0.7877 -0.0068 -0.0007 0.6161
1341845690.0322 -0.7359 -2.9841 1.4365 -0.7875 -0.0073 -0.0009 0.6163
1341845690.0438 -0.7359 -2.9841 1.4364 -0.7874 -0.0074 -0.0010 0.6164
1341845690.0522 -0.7357 -2.9842 1.4365 -0.7872 -0.0073 -0.0011 0.6167
1341845690.0622 -0.7357 -2.9843 1.4366 -0.7873 -0.0069 -0.0010 0.6166
1341845690.0743 -0.7356 -2.9844 1.4366 -0.7874 -0.0063 -0.0011 0.6164
1341845690.0822 -0.7355 -2.9845 1.4367 -0.7874 -0.0060 -0.0009 0.6164
1341845690.0922 -0.7355 -2.9846 1.4366 -0.7873 -0.0063 -0.0006 0.6166
1341845690.1024 -0.7353 -2.9847 1.4366 -0.7875 -0.0070 -0.0003 0.6163
1341845690.1122 -0.7353 -2.9847 1.4366 -0.7874 -0.0075 -0.0003 0.6164
1341845690.1222 -0.7351 -2.9848 1.4366 -0.7876 -0.0077 -0.0003 0.6162
1341845690.1322 -0.7350 -2.9848 1.4366 -0.7875 -0.0077 -0.0004 0.6162
1341845690.1422 -0.7349 -2.9849 1.4366 -0.7876 -0.0074 -0.0004 0.6161
1341845690.1522 -0.7348 -2.9850 1.4367 -0.7874 -0.0069 -0.0007 0.6165
1341845690.1623 -0.7348 -2.9851 1.4366 -0.7874 -0.0066 -0.0006 0.6164
1341845690.1722 -0.7347 -2.9850 1.4365 -0.7874 -0.0065 -0.0006 0.6163
1341845690.1822 -0.7347 -2.9851 1.4364 -0.7876 -0.0064 -0.0005 0.6161
1341845690.1922 -0.7347 -2.9850 1.4363 -0.7876 -0.0065 -0.0004 0.6162
1341845690.2022 -0.7346 -2.9850 1.4363 -0.7878 -0.0066 -0.0004 0.6159
1341845690.2122 -0.7346 -2.9850 1.4363 -0.7880 -0.0068 -0.0004 0.6156
1341845690.2222 -0.7346 -2.9850 1.4362 -0.7881 -0.0069 -0.0003 0.6155
1341845690.2322 -0.7347 -2.9849 1.4363 -0.7881 -0.0071 -0.0002 0.6155
1341845690.2422 -0.7348 -2.9850 1.4362 -0.7880 -0.0072 -0.0001 0.6157
1341845690.2521 -0.7349 -2.9848 1.4361 -0.7876 -0.0078 -0.0001 0.6161
1341845690.2622 -0.7350 -2.9848 1.4361 -0.7874 -0.0084 0.0002 0.6164
1341845690.2723 -0.7352 -2.9848 1.4361 -0.7874 -0.0092 0.0002 0.6163
1341845690.2823 -0.7353 -2.9849 1.4360 -0.7873 -0.0097 0.0004 0.6164
1341845690.2922 -0.7354 -2.9848 1.4360 -0.7872 -0.0099 0.0003 0.6166
1341845690.3022 -0.7355 -2.9848 1.4359 -0.7872 -0.0099 0.0004 0.6166
1341845690.3131 -0.7355 -2.9847 1.4358 -0.7873 -0.0099 0.0005 0.6164
1341845690.3222 -0.7356 -2.9847 1.4356 -0.7874 -0.0096 0.0008 0.6163
1341845690.3321 -0.7356 -2.9846 1.4355 -0.7876 -0.0092 0.0011 0.6161
1341845690.3423 -0.7357 -2.9847 1.4353 -0.7878 -0.0088 0.0015 0.6159
1341845690.3522 -0.7357 -2.9845 1.4353 -0.7878 -0.0088 0.0016 0.6158
1341845690.3623 -0.7357 -2.9846 1.4353 -0.7881 -0.0089 0.0019 0.6155
1341845690.3722 -0.7358 -2.9845 1.4350 -0.7885 -0.0094 0.0018 0.6150
1341845690.3822 -0.7357 -2.9846 1.4349 -0.7883 -0.0098 0.0015 0.6153
1341845690.3922 -0.7358 -2.9845 1.4348 -0.7882 -0.0102 0.0011 0.6153
1341845690.4022 -0.7358 -2.9845 1.4347 -0.7882 -0.0103 0.0010 0.6153
1341845690.4122 -0.7359 -2.9845 1.4347 -0.7881 -0.0106 0.0008 0.6154
1341845690.4222 -0.7359 -2.9845 1.4346 -0.7882 -0.0104 0.0005 0.6154
1341845690.4323 -0.7359 -2.9845 1.4345 -0.7883 -0.0103 0.0003 0.6153
1341845690.4422 -0.7360 -2.9845 1.4345 -0.7883 -0.0101 0.0006 0.6152
1341845690.4522 -0.7359 -2.9844 1.4344 -0.7882 -0.0098 0.0008 0.6154
1341845690.4622 -0.7360 -2.9842 1.4344 -0.7881 -0.0096 0.0013 0.6155
1341845690.4724 -0.7361 -2.9842 1.4343 -0.7881 -0.0098 0.0018 0.6155
1341845690.4822 -0.7364 -2.9844 1.4340 -0.7883 -0.0084 0.0028 0.6153
1341845690.4922 -0.7365 -2.9843 1.4340 -0.7883 -0.0090 0.0032 0.6153
1341845690.5023 -0.7366 -2.9842 1.4340 -0.7879 -0.0095 0.0033 0.6157
1341845690.5122 -0.7366 -2.9842 1.4339 -0.7877 -0.0100 0.0033 0.6160
1341845690.5222 -0.7366 -2.9841 1.4339 -0.7877 -0.0103 0.0030 0.6160
1341845690.5322 -0.7366 -2.9841 1.4337 -0.7879 -0.0105 0.0028 0.6158
1341845690.5422 -0.7365 -2.9840 1.4336 -0.7878 -0.0102 0.0025 0.6159
1341845690.5522 -0.7365 -2.9839 1.4336 -0.7880 -0.0096 0.0021 0.6157
1341845690.5623 -0.7363 -2.9839 1.4335 -0.7882 -0.0092 0.0019 0.6153
1341845690.5722 -0.7362 -2.9839 1.4335 -0.7885 -0.0086 0.0020 0.6150
1341845690.5822 -0.7361 -2.9839 1.4334 -0.7884 -0.0082 0.0020 0.6151
1341845690.5922 -0.7360 -2.9839 1.4334 -0.7888 -0.0078 0.0022 0.6146
1341845690.6022 -0.7358 -2.9838 1.4334 -0.7886 -0.0079 0.0024 0.6148
1341845690.6122 -0.7357 -2.9838 1.4334 -0.7886 -0.0080 0.0026 0.6149
1341845690.6222 -0.7355 -2.9838 1.4334 -0.7883 -0.0082 0.0027 0.6152
1341845690.6323 -0.7354 -2.9838 1.4334 -0.7881 -0.0087 0.0028 0.6154
1341845690.6422 -0.7352 -2.9837 1.4336 -0.7880 -0.0085 0.0029 0.6156
1341845690.6522 -0.7351 -2.9835 1.4336 -0.7878 -0.0084 0.0026 0.6158
1341845690.6622 -0.7348 -2.9835 1.4336 -0.7881 -0.0081 0.0026 0.6155
1341845690.6724 -0.7346 -2.9835 1.4336 -0.7884 -0.0077 0.0025 0.6151
1341845690.6823 -0.7344 -2.9834 1.4336 -0.7882 -0.0074 0.0018 0.6154
1341845690.6922 -0.7338 -2.9830 1.4339 -0.7876 -0.0091 0.0011 0.6161
1341845690.7022 -0.7335 -2.9829 1.4340 -0.7874 -0.0092 0.0007 0.6164
1341845690.7145 -0.7332 -2.9830 1.4341 -0.7871 -0.0094 0.0002 0.6167
1341845690.7222 -0.7330 -2.9829 1.4342 -0.7870 -0.0096 0.0000 0.6169
1341845690.7322 -0.7327 -2.9829 1.4343 -0.7870 -0.0099 -0.0004 0.6169
1341845690.7422 -0.7324 -2.9829 1.4344 -0.7870 -0.0098 -0.0006 0.6169
1341845690.7522 -0.7322 -2.9828 1.4344 -0.7869 -0.0096 -0.0008 0.6170
1341845690.7638 -0.7318 -2.9827 1.4345 -0.7869 -0.0092 -0.0008 0.6170
1341845690.7722 -0.7316 -2.9827 1.4346 -0.7868 -0.0088 -0.0008 0.6172
1341845690.7827 -0.7313 -2.9826 1.4347 -0.7866 -0.0083 -0.0008 0.6174
1341845690.7922 -0.7310 -2.9825 1.4346 -0.7867 -0.0080 -0.0008 0.6173
1341845690.8022 -0.7307 -2.9824 1.4346 -0.7866 -0.0076 -0.0008 0.6175
1341845690.8122 -0.7303 -2.9823 1.4347 -0.7865 -0.0075 -0.0010 0.6176
1341845690.8222 -0.7301 -2.9823 1.4347 -0.7868 -0.0073 -0.0014 0.6172
1341845690.8322 -0.7298 -2.9821 1.4347 -0.7866 -0.0072 -0.0014 0.6174
1341845690.8422 -0.7296 -2.9819 1.4346 -0.7864 -0.0071 -0.0016 0.6177
1341845690.8523 -0.7293 -2.9818 1.4346 -0.7865 -0.0070 -0.0017 0.6175
1341845690.8622 -0.7291 -2.9817 1.4345 -0.7866 -0.0069 -0.0017 0.6174
1341845690.8722 -0.7288 -2.9815 1.4345 -0.7870 -0.0067 -0.0021 0.6169
1341845690.8822 -0.7286 -2.9814 1.4345 -0.7873 -0.0065 -0.0021 0.6165
1341845690.8922 -0.7284 -2.9813 1.4344 -0.7875 -0.0060 -0.0022 0.6163
1341845690.9033 -0.7282 -2.9813 1.4344 -0.7874 -0.0058 -0.0021 0.6164
1341845690.9125 -0.7280 -2.9811 1.4342 -0.7872 -0.0054 -0.0021 0.6167
1341845690.9222 -0.7278 -2.9810 1.4342 -0.7874 -0.0055 -0.0019 0.6164
1341845690.9323 -0.7277 -2.9809 1.4341 -0.7873 -0.0055 -0.0019 0.6165
1341845690.9422 -0.7275 -2.9808 1.4341 -0.7875 -0.0056 -0.0018 0.6163
1341845690.9522 -0.7273 -2.9808 1.4340 -0.7875 -0.0056 -0.0019 0.6163
1341845690.9632 -0.7272 -2.9806 1.4339 -0.7874 -0.0056 -0.0022 0.6164
1341845690.9722 -0.7270 -2.9805 1.4339 -0.7872 -0.0053 -0.0021 0.6167
1341845690.9826 -0.7268 -2.9805 1.4338 -0.7872 -0.0051 -0.0021 0.6167
1341845690.9922 -0.7266 -2.9805 1.4337 -0.7873 -0.0045 -0.0019 0.6166
1341845691.0022 -0.7264 -2.9804 1.4336 -0.7873 -0.0039 -0.0016 0.6165
1341845691.0122 -0.7262 -2.9804 1.4335 -0.7874 -0.0034 -0.0016 0.6164
1341845691.0222 -0.7260 -2.9804 1.4335 -0.7876 -0.0033 -0.0016 0.6162
1341845691.0342 -0.7259 -2.9804 1.4335 -0.7874 -0.0034 -0.0016 0.6165
1341845691.0422 -0.7258 -2.9807 1.4331 -0.7881 -0.0052 -0.0023 0.6155
1341845691.0522 -0.7258 -2.9809 1.4330 -0.7882 -0.0058 -0.0024 0.6154
1341845691.0622 -0.7256 -2.9808 1.4330 -0.7879 -0.0065 -0.0025 0.6158
1341845691.0722 -0.7256 -2.9808 1.4329 -0.7879 -0.0068 -0.0028 0.6158
1341845691.0822 -0.7254 -2.9809 1.4329 -0.7879 -0.0070 -0.0029 0.6157
1341845691.0921 -0.7253 -2.9809 1.4329 -0.7878 -0.0067 -0.0030 0.6159
1341845691.1022 -0.7251 -2.9809 1.4329 -0.7877 -0.0062 -0.0031 0.6161
1341845691.1122 -0.7250 -2.9810 1.4329 -0.7874 -0.0059 -0.0031 0.6164
1341845691.1223 -0.7247 -2.9811 1.4329 -0.7875 -0.0051 -0.0036 0.6162
1341845691.1322 -0.7245 -2.9811 1.4329 -0.7872 -0.0050 -0.0036 0.6167
1341845691.1424 -0.7244 -2.9813 1.4329 -0.7871 -0.0050 -0.0039 0.6168
1341845691.1523 -0.7242 -2.9813 1.4330 -0.7868 -0.0053 -0.0043 0.6172
1341845691.1648 -0.7242 -2.9813 1.4331 -0.7865 -0.0059 -0.0044 0.6176
1341845691.1722 -0.7242 -2.9814 1.4331 -0.7861 -0.0064 -0.0045 0.6180
1341845691.1822 -0.7241 -2.9815 1.4331 -0.7863 -0.0072 -0.0045 0.6177
1341845691.1923 -0.7241 -2.9817 1.4330 -0.7866 -0.0075 -0.0044 0.6174
1341845691.2022 -0.7239 -2.9818 1.4330 -0.7865 -0.0078 -0.0046 0.6175
1341845691.2123 -0.7238 -2.9819 1.4330 -0.7866 -0.0076 -0.0051 0.6174
1341845691.2222 -0.7236 -2.9820 1.4330 -0.7868 -0.0076 -0.0057 0.6172
1341845691.2330 -0.7236 -2.9822 1.4330 -0.7871 -0.0071 -0.0062 0.6168
1341845691.2422 -0.7235 -2.9822 1.4330 -0.7869 -0.0067 -0.0063 0.6170
1341845691.2548 -0.7234 -2.9823 1.4330 -0.7869 -0.0063 -0.0066 0.6170
1341845691.2622 -0.7234 -2.9824 1.4331 -0.7866 -0.0064 -0.0065 0.6175
1341845691.2757 -0.7234 -2.9826 1.4331 -0.7863 -0.0068 -0.0064 0.6178
1341845691.2821 -0.7234 -2.9827 1.4331 -0.7859 -0.0078 -0.0058 0.6182
1341845691.2922 -0.7234 -2.9827 1.4331 -0.7858 -0.0084 -0.0052 0.6184
1341845691.3022 -0.7234 -2.9828 1.4331 -0.7856 -0.0089 -0.0049 0.6187
1341845691.3122 -0.7233 -2.9830 1.4331 -0.7859 -0.0090 -0.0049 0.6183
1341845691.3222 -0.7233 -2.9831 1.4330 -0.7859 -0.0089 -0.0047 0.6183
1341845691.3322 -0.7231 -2.9833 1.4330 -0.7860 -0.0086 -0.0051 0.6182
1341845691.3423 -0.7229 -2.9835 1.4330 -0.7861 -0.0084 -0.0059 0.6181
1341845691.3522 -0.7227 -2.9837 1.4330 -0.7859 -0.0083 -0.0068 0.6183
1341845691.3623 -0.7226 -2.9839 1.4331 -0.7857 -0.0083 -0.0075 0.6185
1341845691.3722 -0.7226 -2.9841 1.4330 -0.7854 -0.0085 -0.0080 0.6189
1341845691.3823 -0.7225 -2.9843 1.4331 -0.7852 -0.0086 -0.0087 0.6191
1341845691.3922 -0.7225 -2.9846 1.4330 -0.7853 -0.0090 -0.0092 0.6190
1341845691.4022 -0.7224 -2.9847 1.4330 -0.7849 -0.0094 -0.0093 0.6195
1341845691.4122 -0.7223 -2.9845 1.4333 -0.7838 -0.0084 -0.0091 0.6209
1341845691.4221 -0.7222 -2.9846 1.4333 -0.7837 -0.0088 -0.0089 0.6210
1341845691.4322 -0.7221 -2.9848 1.4332 -0.7840 -0.0085 -0.0088 0.6206
1341845691.4423 -0.7220 -2.9849 1.4331 -0.7843 -0.0081 -0.0087 0.6202
1341845691.4521 -0.7218 -2.9850 1.4330 -0.7848 -0.0073 -0.0090 0.6196
1341845691.4621 -0.7217 -2.9850 1.4329 -0.7850 -0.0067 -0.0091 0.6194
1341845691.4721 -0.7216 -2.9851 1.4328 -0.7850 -0.0064 -0.0094 0.6194
1341845691.4821 -0.7214 -2.9852 1.4328 -0.7851 -0.0064 -0.0097 0.6192
1341845691.4922 -0.7215 -2.9853 1.4328 -0.7849 -0.0067 -0.0101 0.6194
1341845691.5021 -0.7214 -2.9853 1.4327 -0.7849 -0.0072 -0.0103 0.6195
1341845691.5122 -0.7214 -2.9854 1.4327 -0.7845 -0.0077 -0.0106 0.6200
1341845691.5222 -0.7214 -2.9855 1.4326 -0.7844 -0.0083 -0.0104 0.6201
1341845691.5321 -0.7214 -2.9855 1.4326 -0.7845 -0.0086 -0.0104 0.6200
1341845691.5438 -0.7213 -2.9855 1.4324 -0.7847 -0.0087 -0.0107 0.6197
1341845691.5522 -0.7212 -2.9856 1.4324 -0.7850 -0.0090 -0.0111 0.6193
1341845691.5622 -0.7212 -2.9855 1.4323 -0.7853 -0.0091 -0.0116 0.6189
1341845691.5722 -0.7210 -2.9856 1.4322 -0.7855 -0.0093 -0.0122 0.6187
1341845691.5824 -0.7209 -2.9857 1.4322 -0.7859 -0.0096 -0.0131 0.6182
1341845691.5922 -0.7207 -2.9857 1.4322 -0.7857 -0.0099 -0.0145 0.6184
1341845691.6021 -0.7204 -2.9857 1.4322 -0.7854 -0.0102 -0.0160 0.6187
1341845691.6122 -0.7203 -2.9858 1.4322 -0.7850 -0.0105 -0.0178 0.6191
