# ground truth trajectory
# file: 'livingRoom0.gt.fr'
# timestamp tx ty tz qx qy qz qw
204 0.12422 -0.0460594 -2.27401 0.0409589 -0.0289205 0.00573662 0.998726
205 0.121624 -0.0435951 -2.27253 0.0411268 -0.0332693 0.00448554 0.99859
206 0.119906 -0.0451727 -2.27168 0.0403634 -0.037501 0.00287849 0.998477
207 0.120252 -0.0423939 -2.26984 0.040729 -0.0423538 0.000706861 0.998272
208 0.11843 -0.0443528 -2.26928 0.0396257 -0.0468647 -0.00137866 0.998114
209 0.115509 -0.0479326 -2.26863 0.0387693 -0.0511254 -0.00350102 0.997933
210 0.113308 -0.0484107 -2.26773 0.0391227 -0.0557373 -0.00601318 0.997661
211 0.113871 -0.0454912 -2.26576 0.0394905 -0.0612057 -0.00836254 0.997309
212 0.109843 -0.0468512 -2.26497 0.0387802 -0.0655273 -0.0104447 0.997042
213 0.10874 -0.0467954 -2.26349 0.0382803 -0.0706865 -0.0126185 0.996684
214 0.107289 -0.0450711 -2.26224 0.0374817 -0.0759736 -0.0151432 0.99629
215 0.110021 -0.0491281 -2.25991 0.036174 -0.0822164 -0.0173647 0.995806
216 0.10979 -0.0506518 -2.25848 0.0359945 -0.0877622 -0.019211 0.995306
217 0.112288 -0.0498791 -2.25619 0.0361035 -0.0942166 -0.0212261 0.99467
218 0.114419 -0.0491116 -2.25269 0.0363547 -0.100697 -0.0236211 0.993972
219 0.114861 -0.047116 -2.24933 0.0366272 -0.106697 -0.0257355 0.993283
220 0.11647 -0.047564 -2.24703 0.036168 -0.112852 -0.0281546 0.992554
221 0.115304 -0.0496573 -2.24534 0.0356939 -0.11815 -0.0306279 0.991881
222 0.114087 -0.0484893 -2.24334 0.0360268 -0.123021 -0.0332681 0.991192
223 0.110352 -0.048218 -2.24229 0.0356212 -0.127202 -0.0355366 0.9906
224 0.0684576 -0.0426617 -2.25697 0.0353554 -0.122546 -0.0395719 0.991043
225 0.0632894 -0.0459101 -2.25784 0.0341843 -0.126591 -0.0415634 0.990494
226 0.0600152 -0.0446906 -2.2573 0.03412 -0.130907 -0.0435183 0.989851
227 0.0563016 -0.0447733 -2.25718 0.0334968 -0.135158 -0.0455296 0.98921
228 0.0518663 -0.0442986 -2.25745 0.0332598 -0.139337 -0.0474791 0.988547
229 0.0471544 -0.0446627 -2.2574 0.0324902 -0.143304 -0.0495305 0.987904
230 0.0433457 -0.0442586 -2.25795 0.0320791 -0.14755 -0.0514495 0.987194
231 0.0397062 -0.0436103 -2.25761 0.0320226 -0.151704 -0.0533767 0.986464
232 0.0370548 -0.0445764 -2.25841 0.0314402 -0.15586 -0.0554798 0.985719
233 0.0328901 -0.0446534 -2.25913 0.0313378 -0.159524 -0.0573328 0.985029
234 0.0303006 -0.043946 -2.25921 0.0312553 -0.163869 -0.0595796 0.984185
235 0.0277057 -0.0428498 -2.25951 0.031191 -0.167993 -0.0621753 0.983331
236 0.024852 -0.0400541 -2.25995 0.0314769 -0.171799 -0.0646195 0.982506
237 0.0212739 -0.0360587 -2.26025 0.0317196 -0.17544 -0.0669572 0.981698
238 0.0190134 -0.0364327 -2.26069 0.0310362 -0.179596 -0.0690865 0.980821
239 0.0162122 -0.0302203 -2.25961 0.0315264 -0.188748 -0.0733597 0.978774
240 0.0136521 -0.0302765 -2.26051 0.0304694 -0.193262 -0.0751527 0.97779
241 0.0126181 -0.0279152 -2.26 0.0304354 -0.198136 -0.0772671 0.97665
242 0.0107322 -0.0252683 -2.26032 0.0302436 -0.202656 -0.0794308 0.975554
243 0.00920272 -0.0246079 -2.25993 0.0297068 -0.207301 -0.0814852 0.974425
244 0.00732827 -0.0254207 -2.26016 0.028821 -0.211931 -0.0832625 0.973305
245 0.0054667 -0.0240724 -2.26017 0.0282238 -0.216547 -0.0851607 0.972141
246 0.00223517 -0.0235693 -2.26105 0.0278308 -0.220527 -0.0871104 0.971085
247 -0.00101876 -0.0202141 -2.26149 0.0278131 -0.224353 -0.0887692 0.970058
248 -0.00503111 -0.0171158 -2.26334 0.0269173 -0.227615 -0.0905936 0.969154
249 -0.00780535 -0.0172114 -2.26406 0.0257775 -0.231202 -0.092183 0.968186
250 -0.0110846 -0.0148289 -2.26513 0.0252392 -0.234382 -0.0939417 0.967266
251 -0.0146573 -0.0127482 -2.26648 0.0240607 -0.237285 -0.095867 0.966399
252 -0.0174284 -0.0121548 -2.26736 0.0228417 -0.240484 -0.0975509 0.965469
253 -0.0200202 -0.0102992 -2.26783 0.0221192 -0.243664 -0.0992046 0.964519
254 -0.0227654 -0.00925708 -2.26902 0.0210899 -0.246744 -0.100762 0.963597
255 -0.0251379 -0.00812078 -2.26944 0.0203321 -0.249959 -0.102464 0.962605
256 -0.029726 -0.00449014 -2.27061 0.0196465 -0.255515 -0.106185 0.960755
257 -0.0322456 -0.00364876 -2.27203 0.0186789 -0.258117 -0.107983 0.959878
258 -0.034147 -0.00256443 -2.27293 0.0180866 -0.261095 -0.109426 0.95892
259 -0.0360515 -0.000779629 -2.2737 0.0176007 -0.264313 -0.110783 0.957891
260 -0.0378807 0.000473976 -2.27469 0.0168859 -0.267784 -0.111856 0.956815
261 -0.0400712 0.00220776 -2.27565 0.0162995 -0.271568 -0.112919 0.955633
262 -0.0421975 0.00338078 -2.27679 0.0153202 -0.275278 -0.114029 0.954455
263 -0.043829 0.00465727 -2.27724 0.0148085 -0.279182 -0.11516 0.953193
264 -0.0468788 0.00669384 -2.27958 0.0142218 -0.282534 -0.11635 0.952069
265 -0.0496747 0.00878406 -2.28121 0.0134853 -0.285801 -0.117764 0.95093
266 -0.0520031 0.00953555 -2.28267 0.0128149 -0.28936 -0.119521 0.949643
267 -0.0545366 0.0112956 -2.28438 0.0125243 -0.29283 -0.121342 0.948351
268 -0.0568926 0.0131865 -2.286 0.0119223 -0.296173 -0.123316 0.947065
269 -0.0595987 0.0149627 -2.2885 0.0110896 -0.299352 -0.125165 0.945832
270 -0.0619411 0.0167825 -2.29027 0.0103953 -0.302627 -0.126972 0.944557
271 -0.064337 0.018471 -2.29232 0.00960924 -0.305598 -0.129067 0.943324
272 -0.0669575 0.0203083 -2.29462 0.00896271 -0.308258 -0.131123 0.94218
273 -0.0688272 0.0218101 -2.29605 0.00853257 -0.311236 -0.133033 0.940937
274 -0.0709608 0.0238702 -2.29777 0.00775453 -0.314087 -0.134916 0.939727
275 -0.0728714 0.0243804 -2.29955 0.00685144 -0.316972 -0.136575 0.938525
276 -0.0808623 0.0317917 -2.30657 0.00360778 -0.328616 -0.142665 0.933619
277 -0.0827162 0.0338824 -2.30828 0.00279476 -0.33113 -0.144123 0.932509
278 -0.0841591 0.0362771 -2.30915 0.00225452 -0.333801 -0.145324 0.931371
279 -0.0852065 0.0372033 -2.30976 0.00142156 -0.336819 -0.14672 0.930067
280 -0.0864663 0.0394578 -2.31076 0.000447088 -0.339545 -0.148343 0.928818
281 -0.0877674 0.0402706 -2.31209 -0.000452896 -0.342143 -0.149958 0.927605
282 -0.088681 0.042536 -2.31291 -0.000749936 -0.344764 -0.151321 0.926412
283 -0.0898786 0.04388 -2.31399 -0.00164132 -0.347003 -0.153133 0.925276
284 -0.0909438 0.0457737 -2.31518 -0.00243071 -0.348949 -0.15464 0.924291
285 -0.0917561 0.0481091 -2.31608 -0.00316949 -0.350789 -0.15585 0.923389
286 -0.0924418 0.0495653 -2.31679 -0.00391637 -0.352637 -0.156879 0.922508
287 -0.0935347 0.0518084 -2.31811 -0.00460081 -0.354379 -0.157645 0.921706
288 -0.0938644 0.0541456 -2.31866 -0.00568921 -0.35619 -0.158726 0.920816
289 -0.0945027 0.0550923 -2.31922 -0.00700158 -0.357821 -0.159846 0.919981
290 -0.0948071 0.0568209 -2.31954 -0.00808873 -0.359376 -0.160491 0.919253
291 -0.0956001 0.0589743 -2.32085 -0.00933744 -0.360499 -0.160866 0.918736
292 -0.0958147 0.0608127 -2.32117 -0.0104198 -0.36192 -0.161027 0.918137
293 -0.0960007 0.0617995 -2.32184 -0.0116764 -0.363131 -0.161477 0.917565
294 -0.0960877 0.0667379 -2.32218 -0.0135591 -0.365472 -0.162447 0.916437
295 -0.096056 0.0688472 -2.32235 -0.0152353 -0.36659 -0.163229 0.915825
296 -0.096498 0.069803 -2.32319 -0.0168232 -0.367702 -0.16433 0.915155
297 -0.0976646 0.0735924 -2.32528 -0.0189244 -0.369823 -0.166761 0.913818
298 -0.0983889 0.0751364 -2.32649 -0.0195338 -0.370939 -0.168358 0.91306
299 -0.0986986 0.0769637 -2.32704 -0.0200128 -0.372182 -0.170201 0.912201
300 -0.0994339 0.0788875 -2.32823 -0.0210132 -0.373256 -0.171913 0.911419
301 -0.101611 0.08215 -2.33163 -0.0231916 -0.376659 -0.17448 0.909476
302 -0.102919 0.08375 -2.33355 -0.0242497 -0.379135 -0.175518 0.908219
303 -0.104415 0.0855875 -2.33604 -0.0247458 -0.381945 -0.176631 0.906812
304 -0.105694 0.0866578 -2.33793 -0.0253312 -0.384889 -0.177962 0.905289
305 -0.10644 0.0888097 -2.33954 -0.0258108 -0.387829 -0.17949 0.903718
306 -0.107864 0.0904992 -2.34163 -0.0266398 -0.390797 -0.181421 0.902028
307 -0.109468 0.0920761 -2.34423 -0.0275086 -0.393863 -0.183424 0.900262
308 -0.111131 0.0938108 -2.34725 -0.0280683 -0.397098 -0.184924 0.898515
309 -0.112793 0.0953951 -2.35038 -0.02841 -0.400292 -0.186439 0.896772
310 -0.114052 0.0964613 -2.35314 -0.0286613 -0.403586 -0.187924 0.894976
311 -0.115332 0.097558 -2.35583 -0.0285256 -0.406876 -0.18914 0.893232
312 -0.116617 0.0989354 -2.35836 -0.0282732 -0.410193 -0.190288 0.891478
313 -0.11764 0.100205 -2.3605 -0.0279797 -0.413445 -0.191668 0.889687
314 -0.119044 0.101112 -2.36302 -0.0275561 -0.416379 -0.193169 0.888006
315 -0.120299 0.10224 -2.36554 -0.0271062 -0.419147 -0.194509 0.886424
316 -0.12154 0.103007 -2.36818 -0.026455 -0.422155 -0.195496 0.884798
317 -0.122835 0.103794 -2.37068 -0.025581 -0.425304 -0.196211 0.883155
318 -0.125118 0.10517 -2.37547 -0.0239158 -0.431309 -0.197839 0.879921
319 -0.125983 0.10599 -2.37753 -0.0228981 -0.434217 -0.19868 0.878327
320 -0.127289 0.106188 -2.37994 -0.0221063 -0.436933 -0.199574 0.876796
321 -0.12865 0.106867 -2.38214 -0.0210654 -0.439477 -0.200296 0.875385
322 -0.12967 0.107158 -2.38393 -0.0204564 -0.442116 -0.201094 0.873885
323 -0.130988 0.107076 -2.38622 -0.0199589 -0.444392 -0.201958 0.872542
324 -0.132173 0.106806 -2.38825 -0.0194266 -0.446491 -0.202318 0.871399
